 Check the initial condition
     # t        Re[psi(1)]        Im[psi(1)]      ||psi||Re[phi(2)]        Im[phi(2)]        ||phi||
-1102.3132     0.1000000000E+01    0.0000000000E+00    0.1000000000E+01    0.0000000000E+00   -0.6064410698E-03    0.9960194653E+00
 Saving the dynamic parameters
 Saving the initial conditions
 Starting propagation
 nt =       10000
           1        1000  -1100.1085853623199        1.0000000000000047        5.8271567511580793        1.0000000000000044        8.3928956201057712E-029  -4.6629367034256575E-015  (-7.89539631604413337E-017,2.53892873345987044E-018)  (-2.57535404428793637E-016,2.26527616822641221E-016)             (-0.49999942442302975,0.0000000000000000)
           2        1000  -1097.9039589387476        1.0000000000000091        20.028655439593091        1.0000000000000089        1.2803186995950131E-028  -9.1038288019262836E-015  (-7.44902855946273034E-017,7.70811810036432502E-018)   (1.67336127254973719E-016,8.56973155061762187E-017)             (-0.49999942442303197,0.0000000000000000)
           3        1000  -1095.6993325151752        1.0000000000000138        42.704218448461106        1.0000000000000138        1.0630566703059795E-028  -1.3766765505351941E-014  (-1.20902443659990558E-016,2.26989812029561894E-019) (-1.92057390797913785E-016,-1.37310834733559599E-017)             (-0.49999942442303441,0.0000000000000000)
           4        1000  -1093.4947060916029        1.0000000000000193        72.429056759027404        1.0000000000000191        6.5828902587456829E-029  -1.9317880628477724E-014  (-2.51380530521549676E-016,5.25065038649821341E-018)   (2.01272579073521613E-017,1.39659423871207409E-016)             (-0.49999942442303708,0.0000000000000000)
           5        1000  -1091.2900796680306        1.0000000000000235        107.33544945993053        1.0000000000000235        4.7125479290563582E-029  -2.3536728122053319E-014  (-3.22102388242280110E-016,1.08891497935384941E-018)   (1.57353542154317760E-016,8.77720797170903965E-017)             (-0.49999942442303930,0.0000000000000000)
           6        1000  -1089.0854532444582        1.0000000000000291        145.23009952103854        1.0000000000000289        7.0890221997004486E-029  -2.9087843245179101E-014  (8.90655023939420585E-018,-3.90120911630807099E-018)  (1.24174187084461665E-016,-5.08597184442183713E-018)             (-0.49999942442304196,0.0000000000000000)
           7        1000  -1086.8808268208859        1.0000000000000349        183.73194671223951        1.0000000000000346        9.8374704766148309E-029  -3.4861002973229915E-014  (-1.42315276116707474E-017,1.04092947699029907E-018)   (1.40080051160716418E-016,1.00083200044837271E-017)             (-0.49999942442304485,0.0000000000000000)
           8        1000  -1084.6762003973136        1.0000000000000397        220.42177837461568        1.0000000000000395        1.0608052447465683E-028  -3.9745984281580604E-014  (-1.63009074073276165E-016,1.43321167993050254E-017)  (-1.03893518809429473E-017,4.01757303874147477E-017)             (-0.49999942442304729,0.0000000000000000)
           9        1000  -1082.4715739737412        1.0000000000000451        252.99423744905906        1.0000000000000449        9.2428900119581223E-029  -4.5075054799781356E-014  (3.31934346480657871E-017,-6.44712076925420000E-018)   (2.99039014218876345E-016,7.85130908656719746E-017)             (-0.49999942442304995,0.0000000000000000)
          10        1000  -1080.2669475501689        1.0000000000000488        279.40267653879556        1.0000000000000488        6.5943952529811931E-029  -4.8849813083506888E-014 (-1.60770207963958591E-016,-4.08493551239512809E-019)  (-1.35493921799609986E-016,7.27032540484286407E-017)             (-0.49999942442305195,0.0000000000000000)
